[2018-09-11 14:54:26.285] 603,ax,ay,az,gx,gy,gz,mx,my,mz,q0,q1,q2,q3,yaw,pitch,roll
[2018-09-11 14:55:58.170] ,-101.2,-33.45,890.38,-0.52,-5.81,0.46,-1313.79,161.8,-591.26,0.76,0.02,0.05,-0.64,-94.14,6.2,-2.02
[2018-09-11 14:55:58.712] ,-80.69,-25.88,887.21,-0.47,-5.95,0.63,-1313.06,177.86,-604.4,0.76,0.01,0.04,-0.65,-94.41,4.49,-1.82
[2018-09-11 14:55:59.252] ,-25.02,-14.53,885.5,-0.27,-5.49,0.63,-1322.55,177.86,-559.87,0.76,0,0.02,-0.65,-94.86,1.82,-1.46
[2018-09-11 14:55:59.792] ,-2.44,-6.23,891.36,0.23,-8.42,-0.18,-1321.82,101.21,-840.92,0.75,0,0.01,-0.66,-96.28,0.52,-1.16
[2018-09-11 14:56:00.334] ,15.87,-11.23,885.62,-0.44,-6.31,0.08,-1315.25,126.03,-638.71,0.75,-0.01,0,-0.66,-96.75,-1.19,-0.91
[2018-09-11 14:56:00.878] ,43.82,-12.33,904.54,-1.04,-3.05,0.53,-1320.36,169.1,-327,0.76,-0.02,-0.01,-0.65,-95.17,-2.78,-0.83
[2018-09-11 14:56:01.427] ,66.77,-14.4,886.35,-1.05,-3.3,0.28,-1327.66,145.01,-350.36,0.75,-0.03,-0.02,-0.66,-96.87,-4.49,-0.77
[2018-09-11 14:56:01.977] ,111.82,-10.38,886.6,-1.34,-6.25,0.43,-1312.33,158.88,-632.87,0.73,-0.05,-0.04,-0.68,-98.97,-7.38,-0.78
[2018-09-11 14:56:02.521] ,177.98,-6.84,875.85,-1.11,-2.58,0.81,-1302.11,195.38,-281.74,0.72,-0.07,-0.07,-0.68,-100.66,-11.25,-0.85
[2018-09-11 14:56:03.065] ,209.35,-7.93,869.38,-1.23,-0.9,0.69,-1317.44,183.7,-121.14,0.72,-0.08,-0.08,-0.68,-100.05,-12.96,-1.02
[2018-09-11 14:56:03.610] ,228.64,-8.67,863.65,-1.23,-2.79,0.64,-1318.9,179.32,-302.18,0.72,-0.1,-0.09,-0.68,-100.7,-14.83,-1.19
[2018-09-11 14:56:04.158] ,253.66,-12.21,856.45,-1.33,-4.84,0.58,-1305.76,173.48,-497.82,0.71,-0.11,-0.09,-0.69,-101.46,-16.35,-1.27
[2018-09-11 14:56:04.707] ,293.09,-18.31,851.2,-1.41,-6.85,0.95,-1305.03,208.52,-690.54,0.7,-0.12,-0.11,-0.69,-102.87,-18.78,-1.37
[2018-09-11 14:56:05.256] ,324.34,-20.39,836.18,-1.07,-2.6,0.57,-1314.52,172.75,-283.93,0.7,-0.14,-0.12,-0.69,-103.11,-20.97,-1.56
[2018-09-11 14:56:05.809] ,366.58,-19.29,783.81,-1.43,-10.78,0.63,-1316.71,178.59,-1066.49,0.68,-0.15,-0.12,-0.71,-105.47,-22.51,-1.98
[2018-09-11 14:56:06.359] ,380.49,-19.17,812.74,-0.86,-3.22,0.4,-1318.17,156.69,-343.06,0.7,-0.16,-0.14,-0.68,-102,-24.57,-1.76
[2018-09-11 14:56:06.907] ,411.5,-26.61,822.14,-1.17,-4.2,0.72,-1312.33,187.35,-437.23,0.69,-0.17,-0.15,-0.69,-103.17,-25.82,-1.83
[2018-09-11 14:56:07.460] ,395.26,-32.1,800.17,-1.75,-2.14,0.66,-1310.87,180.78,-239.4,0.68,-0.18,-0.16,-0.69,-104.03,-27.66,-1.99
[2018-09-11 14:56:08.009] ,449.71,-22.22,783.45,-1.11,-3.27,0.47,-1315.25,163.26,-348.17,0.67,-0.19,-0.16,-0.7,-105.35,-29.08,-2.18
[2018-09-11 14:56:08.558] ,448.24,-35.03,782.47,-1.22,-3.39,0.42,-1318.17,158.15,-359.12,0.67,-0.2,-0.17,-0.69,-105.07,-30.95,-2.29
[2018-09-11 14:56:09.107] ,498.78,-24.78,765.63,-1.24,-5.9,0.3,-1313.79,146.47,-599.29,0.65,-0.23,-0.18,-0.7,-107.59,-33.72,-2.46
[2018-09-11 14:56:09.656] ,552.49,-28.69,742.68,-1.06,-5.17,-0.07,-1305.76,111.43,-529.21,0.63,-0.24,-0.19,-0.71,-109.32,-36.18,-2.68
[2018-09-11 14:56:10.204] ,559.94,-31.01,711.3,-0.98,-8.93,-0.06,-1321.09,112.16,-889.1,0.63,-0.26,-0.2,-0.7,-108.97,-38.22,-2.82
[2018-09-11 14:56:10.753] ,629.15,-18.8,716.55,-1.54,-11.32,-0.4,-1297.73,80.04,-1118.32,0.61,-0.28,-0.21,-0.71,-111.27,-41.2,-2.78
[2018-09-11 14:56:11.302] ,642.46,-24.41,642.82,-1.15,-3.44,0.18,-1309.41,135.52,-364.23,0.61,-0.29,-0.23,-0.7,-110.74,-43.71,-2.96
[2018-09-11 14:56:11.847] ,682.86,-29.3,629.64,-1.29,-0.2,1.17,-1309.41,229.69,-53.98,0.59,-0.32,-0.23,-0.71,-112.53,-46.15,-3.74
[2018-09-11 14:56:12.395] ,703.61,-15.26,628.66,-1.03,-1.21,0.39,-1317.44,155.23,-150.34,0.6,-0.32,-0.26,-0.69,-110.82,-48.9,-2.72
[2018-09-11 14:56:12.945] ,724.12,-21.97,599.85,-1.18,-4.18,0.34,-1313.79,150.12,-435.04,0.61,-0.32,-0.27,-0.67,-108.26,-49.84,-2.89
[2018-09-11 14:56:13.488] ,739.38,-24.17,582.15,-0.95,-5.74,0.43,-1310.87,159.61,-583.96,0.61,-0.33,-0.27,-0.66,-106.6,-50.54,-3.45
[2018-09-11 14:56:14.041] ,703.61,-31.98,605.71,-0.96,4.97,1.54,-1319.63,265.46,440.96,0.69,-0.28,-0.31,-0.58,-92.86,-49.46,-2.44
[2018-09-11 14:56:14.586] ,680.54,-24.29,633.06,-0.51,17.34,2.37,-1297,345.03,1624.29,0.76,-0.23,-0.31,-0.53,-82.48,-45.25,-2.06
[2018-09-11 14:56:15.131] ,580.32,-31.01,682.5,-0.92,5.94,1.09,-1304.3,222.39,532.94,0.8,-0.19,-0.27,-0.5,-77.42,-38.5,-1.64
[2018-09-11 14:56:15.680] ,534.79,-29.05,760.13,-1.28,2.04,0.69,-1308.68,183.7,159.91,0.82,-0.16,-0.24,-0.5,-76.45,-33.14,-1.73
[2018-09-11 14:56:16.226] ,477.42,-38.7,786.62,-0.66,7.08,1.29,-1298.46,241.37,642.44,0.79,-0.17,-0.21,-0.54,-81.99,-31.5,-2.86
[2018-09-11 14:56:16.770] ,422.97,-32.59,820.56,-0.65,5.74,0.96,-1315.98,209.98,513.96,0.8,-0.15,-0.18,-0.55,-82.49,-26.71,-2.52
[2018-09-11 14:56:17.314] ,332.28,-32.96,844.85,-0.6,8.01,0.9,-1309.41,204.14,731.5,0.8,-0.13,-0.15,-0.57,-83.79,-22.65,-2.54
[2018-09-11 14:56:17.863] ,290.04,-35.28,836.3,-0.62,5.65,0.7,-1300.65,185.16,505.2,0.78,-0.12,-0.12,-0.6,-89.07,-19.85,-2.35
[2018-09-11 14:56:18.408] ,249.88,-31.49,857.91,-0.63,4.43,0.63,-1305.03,178.59,389.13,0.78,-0.1,-0.1,-0.61,-89.92,-16.46,-2.24
[2018-09-11 14:56:18.958] ,204.59,-26.12,893.43,-0.97,2.34,0.56,-1294.81,172.02,189.11,0.78,-0.08,-0.08,-0.62,-90.9,-13.05,-1.9
[2018-09-11 14:56:19.506] ,149.9,-29.91,873.66,-0.75,4.29,1.3,-1299.92,242.83,375.26,0.77,-0.07,-0.06,-0.63,-91.74,-10.74,-1.88
[2018-09-11 14:56:20.051] ,131.59,-21.73,898.32,-0.33,8.92,0.86,-1301.38,200.49,818.37,0.77,-0.06,-0.05,-0.64,-92.94,-8.42,-1.72
[2018-09-11 14:56:20.596] ,84.96,-22.46,882.45,-1.2,3.11,0.72,-1291.89,186.62,262.84,0.76,-0.04,-0.03,-0.64,-93.92,-5.78,-1.75
[2018-09-11 14:56:21.141] ,65.19,-16.97,875.85,-1.5,4.89,0.56,-1297.73,172.02,432.93,0.76,-0.03,-0.02,-0.65,-94.71,-3.9,-1.81
[2018-09-11 14:56:21.686] ,-2.81,-36.25,892.82,-0.04,-2.2,0.52,-1294.08,167.64,-245.24,0.76,-0.02,0,-0.65,-95.62,-1.73,-2.04
[2018-09-11 14:56:22.233] ,16.36,-19.17,889.28,-1.02,-1.4,0.56,-1294.81,172.02,-168.59,0.75,-0.01,0,-0.66,-95.99,-0.96,-1.41
[2018-09-11 14:56:22.773] ,14.04,15.38,888.43,6.42,4.2,0.37,-1287.51,153.77,367.23,0.76,0,-0.01,-0.65,-94.46,-1.21,0.74
[2018-09-11 14:56:23.319] ,23.93,54.2,855.96,3.2,-0.6,-1.23,-1299.19,0.47,-92.67,0.75,0.02,-0.03,-0.66,-96.88,-1.07,3.6
[2018-09-11 14:56:23.855] ,16.11,109.62,883.79,4.11,0.29,0.6,-1288.24,174.94,-7.26,0.75,0.04,-0.04,-0.66,-95.95,-0.87,6.64
[2018-09-11 14:56:24.397] ,3.3,156.13,880.74,5.72,1.27,1.57,-1298.46,268.38,86.18,0.75,0.06,-0.06,-0.66,-96.68,-0.15,9.85
[2018-09-11 14:56:24.938] ,-28.44,195.19,866.33,3.13,-1.01,0.95,-1300.65,209.25,-131.36,0.75,0.09,-0.07,-0.65,-96.02,0.5,12.61
[2018-09-11 14:56:25.486] ,-0.85,237.92,854.74,4.02,-1.59,0.99,-1306.49,212.9,-186.84,0.74,0.1,-0.08,-0.65,-96.4,0.5,14.74
[2018-09-11 14:56:26.027] ,-17.82,272.58,849.49,5.05,-1.71,0.39,-1299.19,155.23,-198.52,0.74,0.12,-0.1,-0.65,-96.05,0.2,17.71
[2018-09-11 14:56:26.570] ,-28.44,312.62,835.08,2.22,-1.61,-0.15,-1299.19,103.4,-189.03,0.73,0.14,-0.12,-0.66,-97.45,0.58,20.54
[2018-09-11 14:56:27.117] ,-26,344.48,808.84,5.77,-1.19,0.4,-1278.75,156.69,-148.88,0.75,0.16,-0.13,-0.63,-94.37,0.56,23.12
[2018-09-11 14:56:27.663] ,-24.66,390.5,806.03,2.6,-0.92,0.14,-1300.65,131.87,-123.33,0.73,0.17,-0.14,-0.64,-95.67,1.28,25.66
[2018-09-11 14:56:28.206] ,-35.52,426.64,781.74,1.34,-2.79,-1.08,-1286.78,15.07,-302.18,0.73,0.19,-0.15,-0.64,-95.9,1.77,28.07
[2018-09-11 14:56:28.751] ,-29.42,429.81,783.57,1.43,-3.19,-1.1,-1294.08,12.88,-340.14,0.74,0.2,-0.15,-0.62,-93.07,1.4,28.69
[2018-09-11 14:56:29.296] ,-35.89,443.48,775.76,-0.16,2.18,2.79,-1288.97,385.18,173.78,0.74,0.21,-0.16,-0.62,-93.06,1.3,29.94
[2018-09-11 14:56:29.835] ,-28.2,445.07,755.62,0.82,-1.07,-0.8,-1297,41.35,-137.2,0.73,0.21,-0.15,-0.63,-94.58,2.08,30.08
[2018-09-11 14:56:30.380] ,-30.4,443.12,783.81,-3.17,-0.92,-0.21,-1290.43,97.56,-122.6,0.73,0.2,-0.15,-0.63,-94.55,1.86,29.57
[2018-09-11 14:56:30.924] ,-29.42,427.73,785.4,-2.75,-2.21,-0.05,-1294.08,113.62,-246.7,0.73,0.19,-0.15,-0.64,-95.97,1.66,28.05
[2018-09-11 14:56:31.474] ,-26.49,403.32,809.57,-6.26,-2.42,-1.02,-1291.16,20.18,-266.41,0.73,0.18,-0.14,-0.65,-96.92,1.02,26.32
[2018-09-11 14:56:32.021] ,-23.44,357.18,809.81,-5.26,-2.29,-0.59,-1298.46,61.79,-254,0.73,0.16,-0.13,-0.66,-97.78,0.94,23.77
[2018-09-11 14:56:32.564] ,-5,334.23,825.68,-6.25,-2.04,0.27,-1292.62,143.55,-230.64,0.74,0.14,-0.12,-0.64,-95.41,0.35,21.52
[2018-09-11 14:56:33.108] ,-5.25,293.33,841.92,-4.22,-1.24,1.71,-1291.16,281.52,-153.26,0.74,0.13,-0.11,-0.66,-96.95,0.46,18.97
[2018-09-11 14:56:33.654] ,1.59,261.35,848.39,-5.8,-4.04,-0.33,-1298.46,86.61,-421.9,0.74,0.11,-0.09,-0.66,-97.64,0.47,16.8
[2018-09-11 14:56:34.198] ,5.25,213.5,864.01,-6.8,-3.28,-1.35,-1294.81,-11.21,-348.9,0.74,0.09,-0.08,-0.66,-97.39,-0.31,13.57
[2018-09-11 14:56:34.738] ,1.22,165.28,868.16,-2.42,-1.5,-0.01,-1290.43,117.27,-178.08,0.73,0.06,-0.07,-0.67,-98.96,-0.71,10.57
[2018-09-11 14:56:35.284] ,6.59,149.78,876.34,-2.34,-1.63,0.67,-1281.67,182.24,-190.49,0.74,0.06,-0.06,-0.66,-97.24,-0.83,9.79
[2018-09-11 14:56:35.828] ,-0.37,141.97,873.17,-3.91,-1.64,0.04,-1305.03,121.65,-191.95,0.75,0.05,-0.06,-0.66,-96.82,-0.82,8.97
[2018-09-11 14:56:36.372] ,1.71,108.4,876.34,-4.5,-2.37,0.08,-1297.73,125.3,-262.03,0.75,0.04,-0.05,-0.66,-96.97,-0.86,6.95
[2018-09-11 14:56:36.916] ,30.52,79.71,889.28,-2.78,-1.32,-0.05,-1278.75,113.62,-161.29,0.76,0.03,-0.03,-0.65,-95.64,-0.99,4.85
[2018-09-11 14:56:37.462] ,31.62,59.81,885.5,-2.55,-0.54,0.79,-1291.16,193.92,-86.83,0.76,0.02,-0.03,-0.65,-94.98,-0.86,3.47
[2018-09-11 14:56:38.003] ,30.64,41.02,857.79,-3.11,-4.04,-2.47,-1292.62,-118.52,-421.17,0.74,0.01,-0.02,-0.68,-99,-0.56,2.08
[2018-09-11 14:56:38.551] ,22.83,31.01,885.38,-2.17,-1.56,-0.11,-1286.78,107.05,-183.92,0.73,0,-0.01,-0.68,-99.75,-0.96,1.29
[2018-09-11 14:56:39.092] ,-2.69,5.98,896.61,-1.8,-1.3,0.19,-1291.89,136.25,-159.83,0.73,0,-0.01,-0.68,-99.5,-0.72,0.6
[2018-09-11 14:56:39.629] ,27.1,14.77,891.24,-2.2,-0.92,0.74,-1294.81,188.81,-123.33,0.73,0,-0.01,-0.68,-99.61,-1.21,0.49
[2018-09-11 14:56:40.169] ,17.09,-0.37,894.9,-2.31,0.24,0.6,-1296.27,175.67,-12.37,0.73,-0.01,-0.01,-0.68,-99.31,-1.13,-0.07
[2018-09-11 14:56:40.710] ,15.63,-0.49,896.24,-2.59,-0.47,-0.08,-1288.24,110.7,-80.26,0.75,-0.01,0,-0.66,-96.79,-0.75,-1.06
[2018-09-11 14:56:41.252] ,17.58,-13.43,894.65,-2.42,-2.15,0.98,-1283.86,211.44,-240.86,0.75,-0.01,0,-0.66,-95.82,-0.98,-1.31
[2018-09-11 14:56:41.795] ,25.02,-34.42,874.02,-3.57,-2.39,0.18,-1283.86,134.79,-263.49,0.74,-0.02,0,-0.67,-97.69,-1.86,-2.15
[2018-09-11 14:56:42.336] ,25.51,-27.95,891.36,-0.52,-0.99,0.62,-1294.08,177.13,-129.9,0.75,-0.03,0,-0.66,-96.04,-1.95,-2.18
[2018-09-11 14:56:42.885] ,20.75,-28.08,885.62,-1.09,-1.37,0.53,-1291.89,168.37,-165.67,0.75,-0.03,0,-0.66,-96.32,-2.09,-2.12
[2018-09-11 14:56:43.426] ,32.71,-26.86,888.43,-1.16,0.21,0.95,-1286.05,209.25,-14.56,0.75,-0.03,0,-0.66,-96.4,-2.34,-1.86
[2018-09-11 14:56:43.966] ,-16.36,-73,855.47,-8.88,-1.72,2.17,-1288.97,325.32,-199.25,0.79,-0.04,0.01,-0.61,-88.69,-2.07,-4.36
[2018-09-11 14:56:44.515] ,81.18,-106.32,886.35,-9.48,-2.17,0.29,-1287.51,145.74,-243.05,0.76,-0.06,0.03,-0.65,-95.2,-2.01,-7.97
[2018-09-11 14:56:45.059] ,9.64,-182.5,863.04,-6.36,-2.01,-1.39,-1296.27,-14.86,-227.72,0.73,-0.09,0.06,-0.67,-98.39,-2.22,-12.24
[2018-09-11 14:56:45.605] ,25.63,-219.24,874.51,-4.28,-1.3,0.64,-1297,179.32,-159.83,0.73,-0.1,0.07,-0.67,-98.55,-1.97,-14.17
[2018-09-11 14:56:46.154] ,41.14,-235.11,860.23,-4.28,-0.76,0.63,-1286.05,178.59,-108,0.73,-0.11,0.08,-0.67,-98.31,-2.02,-15.56
[2018-09-11 14:56:46.702] ,43.33,-261.84,853.15,-3.97,-2.3,-0.77,-1282.4,44.27,-254.73,0.73,-0.13,0.09,-0.66,-97.71,-2.15,-17.45
[2018-09-11 14:56:47.251] ,38.82,-292.6,849,-4.57,-0.36,2.11,-1295.54,319.48,-69.31,0.74,-0.14,0.1,-0.65,-96.32,-1.99,-19.41
[2018-09-11 14:56:47.796] ,15.26,-319.82,838.75,-3.65,-1.42,0.89,-1282.4,203.41,-170.78,0.74,-0.15,0.1,-0.65,-95.97,-2.15,-20.77
[2018-09-11 14:56:48.344] ,25.15,-342.53,843.14,-0.98,-2.48,-3.82,-1286.78,-247.73,-272.25,0.71,-0.16,0.11,-0.68,-100.83,-3.12,-22.49
[2018-09-11 14:56:48.893] ,36.01,-358.64,826.66,-4.3,-2.33,1.47,-1291.16,258.89,-257.65,0.74,-0.17,0.11,-0.64,-95.36,-2.83,-23.56
[2018-09-11 14:56:49.438] ,57.13,-357.67,818.12,1.23,-1.67,0.23,-1274.37,139.9,-194.87,0.74,-0.18,0.12,-0.64,-94.87,-3.1,-24.15
[2018-09-11 14:56:49.990] ,43.46,-323.36,829.71,4.27,-1.16,1.43,-1287.51,254.51,-145.96,0.74,-0.16,0.1,-0.64,-95.27,-3.14,-21.76
[2018-09-11 14:56:50.531] ,3.42,-302.25,822.51,2.72,1.55,-1.01,-1286.05,21.64,113.19,0.75,-0.14,0.09,-0.64,-94.37,-2.72,-19.25
[2018-09-11 14:56:51.076] ,79.1,-231.69,873.41,3.95,-1.21,0.26,-1286.78,142.82,-151.07,0.75,-0.12,0.07,-0.64,-94.37,-2.67,-15.77
[2018-09-11 14:56:51.625] ,64.09,-185.79,855.71,2.65,-0.68,0.11,-1280.21,128.22,-99.97,0.76,-0.1,0.06,-0.64,-94.28,-2.49,-12.93
[2018-09-11 14:56:52.171] ,35.03,-156.98,866.7,3.38,-0.5,2.83,-1276.56,388.83,-82.45,0.75,-0.08,0.04,-0.65,-95.32,-2.23,-10.16
[2018-09-11 14:56:52.719] ,8.42,-119.63,890.87,2.3,-0.67,0.54,-1276.56,169.83,-99.24,0.75,-0.06,0.03,-0.65,-95.63,-1.87,-7.91
[2018-09-11 14:56:53.260] ,-10.25,-93.51,883.06,-0.03,-0.85,2.28,-1271.45,336.27,-116.03,0.76,-0.05,0.02,-0.65,-95.02,-1.78,-5.83
[2018-09-11 14:56:53.808] ,59.69,-39.43,873.9,7.77,-0.12,2.78,-1284.59,383.72,-46.68,0.75,-0.04,0.01,-0.66,-96.71,-2.15,-3.51
[2018-09-11 14:56:54.345] ,21.12,-32.59,884.89,-1.02,-1.3,0.45,-1289.7,161.07,-159.83,0.76,-0.02,0,-0.65,-95.4,-1.52,-2.29
[2018-09-11 14:56:54.886] ,4.03,-42.11,881.71,-1.25,-1.62,0.36,-1284.59,152.31,-189.76,0.75,-0.02,0,-0.66,-96.15,-1.66,-2.29
[2018-09-11 14:56:55.434] ,9.64,-37.84,880.86,-0.75,-1.08,0.58,-1275.83,173.48,-137.93,0.75,-0.02,0,-0.66,-96.26,-1.71,-2.3
[2018-09-11 14:56:55.975] ,44.19,-27.1,892.7,-1.01,-1.65,0.32,-1293.35,148.66,-192.68,0.75,-0.03,0,-0.66,-96.64,-1.86,-2.3
[2018-09-11 14:56:56.516] ,32.47,-25.15,885.74,-1.17,-2.46,-6.29,-1278.02,-483.52,-270.06,0.72,-0.02,0.01,-0.7,-102.11,-1.46,-2.33
[2018-09-11 14:56:57.065] ,45.9,-27.34,888.43,-2.04,-3.3,-6.44,-1281.67,-498.12,-351.09,0.64,-0.03,0.01,-0.77,-113.79,-1.87,-2.57
[2018-09-11 14:56:57.613] ,-14.89,-29.66,875,-1.54,-1.99,-9.51,-1286.05,-791.58,-225.53,0.58,-0.03,0.01,-0.81,-122.3,-1.85,-2.45
[2018-09-11 14:56:58.162] ,11.35,-44.31,879.64,-1.29,-2.49,-3.23,-1281.67,-190.79,-272.98,0.63,-0.03,0,-0.78,-115.94,-2.39,-2.41
[2018-09-11 14:56:58.716] ,23.32,-31.74,889.4,-0.95,-0.89,-0.66,-1286.05,55.22,-120.41,0.66,-0.03,0,-0.75,-110.51,-2.41,-2.12
[2018-09-11 14:56:59.256] ,33.08,-36.5,873.78,-0.35,1.11,0.31,-1286.78,147.2,71.58,0.69,-0.03,0,-0.72,-106.62,-3.1,-2.24
[2018-09-11 14:56:59.796] ,36.13,-27.59,896.12,-1.34,-0.94,-3.56,-1280.21,-222.18,-124.79,0.63,-0.03,0,-0.77,-115.21,-2.66,-2.2
[2018-09-11 14:57:00.342] ,3.42,-27.59,887.33,-0.5,0.52,-2.71,-1269.99,-141.15,14.64,0.6,-0.03,0,-0.8,-119.88,-2.26,-1.96
[2018-09-11 14:57:00.886] ,-75.93,-55.54,879.52,-0.31,0.56,-5.07,-1286.05,-366.72,19.02,0.6,-0.03,0,-0.8,-120.24,-2.09,-2.04
[2018-09-11 14:57:01.426] ,16.85,-33.57,880.62,-1.13,-1.17,-2.66,-1278.02,-136.77,-146.69,0.64,-0.03,0,-0.77,-114.82,-2.11,-2.01
[2018-09-11 14:57:01.972] ,30.15,-28.56,888.79,-1.43,-1.82,-1.18,-1283.13,4.85,-208.74,0.68,-0.02,0,-0.73,-107.58,-1.74,-1.93
[2018-09-11 14:57:02.520] ,23.8,-27.95,887.94,-1.18,-1.24,-1.07,-1287.51,15.8,-153.26,0.68,-0.02,0,-0.73,-107.78,-1.64,-2.06
[2018-09-11 14:57:03.069] ,56.15,-9.4,890.87,-1.66,-2.51,-6.59,-1282.4,-512.72,-275.17,0.69,-0.02,0.01,-0.72,-105.91,-1.36,-2.14
[2018-09-11 14:57:03.618] ,14.77,-32.47,886.47,-1.3,-2.35,-0.25,-1280.21,93.91,-259.84,0.72,-0.02,0,-0.69,-101.35,-1.81,-2.1
[2018-09-11 14:57:04.158] ,48.46,-28.81,891.72,-1.06,-3.62,0.65,-1278.75,180.05,-381.02,0.75,-0.03,0,-0.66,-95.77,-2.27,-2.18
[2018-09-11 14:57:04.708] ,35.77,-30.88,895.87,-0.98,-2.86,1.33,-1281.67,245.02,-308.75,0.76,-0.03,0,-0.65,-95.48,-2.52,-2.21
[2018-09-11 14:57:05.252] ,47.49,-30.64,880.49,-0.92,0.39,4.08,-1291.16,508.55,2.23,0.82,-0.03,-0.01,-0.57,-82.89,-3.32,-2.22
[2018-09-11 14:57:05.797] ,54.69,-32.96,880.49,-0.9,-1.43,3.01,-1280.94,405.62,-171.51,0.84,-0.03,-0.01,-0.54,-79.5,-3.35,-2.33
[2018-09-11 14:57:06.341] ,25.51,-35.89,888.79,-0.53,-2.6,7.97,-1286.05,880.85,-283.93,0.91,-0.03,-0.02,-0.42,-63.91,-3.17,-2.31
